,Año comercial,RUT,DV,Razón social,Tramo según ventas,Número de trabajadores dependientes informados,Fecha inicio de actividades vigente,Fecha término de giro,Tipo término de giro,Tipo de contribuyente,Subtipo de contribuyente,Tramo capital propio positivo,Tramo capital propio negativo,Rubro económico,Subrubro económico,Actividad económica,Región,Provincia,Comuna,Calle,Número,Bloque,Departamento,Villa,Ciudad,regimen_final,lat,lon
171,2018,76387082,0,SOCIEDAD VEGA Y MOLINA LIMITADA,4,2,2014-09-30,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Peñalolén,ALBERTO VALENZUELA LLANOS,2704.0,,,,SANTIAGO,r 14 A,-33.48065070000001,-70.5533932
172,2018,76391161,6,COMERCIAL TIRATE AL DULCE ALIMENTOS LIMITADA,4,1,2014-11-13,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Lo Barnechea,Cerro las AraNas,12383.0,,,,SANTIAGO,r 14 A,-33.3462979,-70.5238042
173,2018,76405180,7,CORTEZ Y PARRA LIMITADA,4,3,2005-11-28,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,8.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Florida,AV. VICUNA MACKENNA,6100.0,,6108,,SANTIAGO,r 14 ter,-33.511334,-70.6102933
174,2018,76408458,6,ALIMENTOS ESENCIALES LIMITADA,4,1,2015-04-06,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,6.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,PROVIDENCIA,2358.0,,4,,SANTIAGO,r 14 A,-33.4202014,-70.6069104
175,2018,76418992,2,COMERCIALIZADORA LA FIORENTINA SPA,4,1,2014-12-31,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,San Joaquín,AVDA.CARLOS VALDOVINOS,200.0,,EF-7,,STGO,r 14 B,-33.4854383,-70.6272767
176,2018,76419984,7,R Y P & CIA. INVERSIONES LIMITADA,4,3,2015-03-20,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Reina,PRINCIPE DE GALES,6803.0,,,,SANTIAGO,r 14 A,-33.4386784,-70.5617074
177,2018,76425343,4,PASTELERIA Y SANDWICHERIA EL TAITA LIMITADA,4,16,2015-01-22,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,AV SALVADOR,3074.0,,,,STGO,r 14 A,-33.4608406,-70.62074179999999
178,2018,76429239,1,COMERCIALIZADORA EL PASTELERO REAL SPA,4,0,2014-10-16,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Chacabuco,Lampa,CALLE TEBO,2351.0,,,LOS ARRAYANES,SANTIAGO,r 14 B,-33.2965129,-70.8830409
179,2018,76439921,8,COMERCIALIZADORA Y ELABORADORA DILICI LIMITADA,4,9,2015-03-17,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,8.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Quilicura,CARRETERA GRAL.SAN MARTIN,9340.0,,S,,SANTIAGO,r 14 A,-33.3368349,-70.6933918
180,2018,76444648,8,PANIFIC URU SPA,4,0,2016-07-12,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,IRARRAZAVAL,3878.0,,LC 4,,SANTIAGO,r 14 A,-33.4553203,-70.5886743
181,2018,76450029,6,COPO DE CREMA SPA,4,1,2016-12-21,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Recoleta,RIO DE JANEIRO,264.0,,,,SANTIAGO,r 14 A,-33.430845,-70.6433411
182,2018,76450035,0,LIT PRODUCCIONES SPA,4,3,2016-11-21,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,8.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,GUARDIA VIEJA,10.0,,,,SANTIAGO,r 14 ter,-33.4228212,-70.6109881
183,2018,76453281,3,TORTAS EMBELESO LIMITADA,4,2,2017-01-04,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,El Bosque,GRAN AVENIDA,9723.0,,B,,SANTIAGO,r 14 A,-33.5492394,-70.6713563
184,2018,76454835,3,LA INSOLENCIA SPA,4,0,2017-01-25,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Renca,ANIBAL ZANARTU,2815.0,,,,SANTIAGO,r 14 B,-33.4164186,-70.6840157
185,2018,76460626,4,LA MATILDE SPA,4,0,2015-01-15,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Cordillera,Puente Alto,av. concha y toro,1060.0,,16,,SANTIAGO,r 14 ter,-33.600719,-70.5782251
186,2018,76461012,1,"FABRICA DE EMPANADAS, AMASANDERIA, CATERING, Y BANQUETES,ALEJANDRA VALESKA ARIAS",4,2,2014-12-10,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,2.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Macul,JUAN BAGYNKA EVANISCH,3862.0,,,LOS OLMOS,SANTIAGO,r 14 ter,-33.4997931,-70.5998395
187,2018,76466363,2,SOCIEDAD GUTIERREZ & CEBALLOS LIMITADA,4,0,2015-05-20,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,6.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,HUERFANOS,1117.0,,405,,SANTIAGO,r 14 B,-33.4395899,-70.6527108
188,2018,76472791,6,POMPONETTE SPA,4,1,2015-09-04,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,8.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Chacabuco,Colina,Camino Chicureo,2300.0,,3,,SANTIAGO,r 14 B,-33.2856393,-70.677351
189,2018,76475134,5,SANTA FILOMENA SPA,4,0,2015-01-27,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,SEMINARIO,95.0,,,,SANTIAGO,r 14 B,-33.4407357,-70.6300973
190,2018,76478792,7,EL EMPORIO VERDE LIMITADA,4,0,2015-02-18,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,6.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Huechuraba,JOSE JOAQUIN  AGUIRRE LUC,636.0,,,,SANTIAGO,r 14 A,-33.3780976,-70.6391227
191,2018,76495919,1,"FABRICACION DE GALLETAS, COCTELERIA Y TORTAS JOEL ROBERTO ALVAREZ COLICHEO E.I.R",4,0,2015-04-07,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Pudahuel,AV.EL TRANQUE,1090.0,,,EL COMENDADOR V,SANTIAGO,r 14 ter,-33.4374105,-70.771408
192,2018,76498372,6,MARCIAL MEJÍAS FUENTES CAFETERÍA Y PASTELERÍA E.I.R.L.,4,0,2015-04-17,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Maipú,BAILEN,2236.0,1,local,,SANTIAGO,r 14 A,-33.5065337,-70.7550722
193,2018,76501199,K,DEGUSTAR SPA,4,0,2015-08-03,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Lo Barnechea,AVDA LA DEHESA,1201.0,,628,,SANTIAGO,r 14 A,-33.360386,-70.5151516
194,2018,76504166,K,VENTA DE PRODUCTOS CONGELADOS Y OTROS NALDO PEÑALOZA ROJAS E.I.R.L.,4,0,2015-05-06,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Talagante,Peñaflor,CALLE UNO,227.0,,,EL MANZANAR,SANTIAGO,r 14 ter,-33.6130095,-70.9015257
195,2018,76505652,7,PASTELERIA FIAMBRERIA SONIA ZAPATA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITAD,4,2,2015-12-02,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,6.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,EJERCITO,42.0,,,,SANTIAGO,r 14 A,-33.4450427,-70.654051
196,2018,76517773,1,ALIMENTOS DONA ELISA SPA,4,4,2015-11-24,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Independencia,,,,,,,r 14 B,-33.4354176,-70.6690888
197,2018,76519523,3,CISTERNA Y GALLARDO LIMITADA,4,1,2015-07-03,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,4.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Maipú,NUEVA SAN MARTIN,1571.0,,,"LOCAL 1,2 Y 3",SANTIAGO,r 14 ter,-33.5243006,-70.7797516
198,2018,76520842,4,DISTRIBUIDORA DE ALIMENTOS ERICA ORTEGA CELIS E.I.R.L.,4,2,2015-07-01,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Recoleta,MANUEL KANT,690.0,,,,SANTIAGO,r 14 A,-33.3985634,-70.6444277
199,2018,76535761,6,COMERCIALIZADORA Y DISTRIBUIDORA EPUMALEN LIMITADA,4,1,2015-08-25,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,MANUEL MONTT,728.0,,,,SANTIAGO,r 14 ter,-33.4346584,-70.61644749999999
200,2018,76540111,9,LA CASA DEL PAN LIMITADA,4,6,2015-09-04,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,IRARRAZAVAL,56.0,,,,SANTIAGO,r 14 A,-33.4520675,-70.6300756
201,2018,76540378,2,MATTHIEU WIGGAN PASTELERIA E.I.R.L.,4,1,2015-09-03,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,AVENIDA ITALIA,1295.0,,3,,SANTIAGO,r 14 ter,-33.446506,-70.6251762
202,2018,76540507,6,RIEL SPA,4,1,2015-11-24,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,AV. RICARDO LYON,146.0,,3 Y 4,,SANTIAGO,r 14 ter,-33.4230559,-70.60904
203,2018,76551291,3,PANATURA VEGANO SPA,4,0,2015-10-08,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,6.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,AVENIDA IRARRAZAVAL,3264.0,LOCAL,2,,SANTIAGO,r 14 ter,-33.4548409,-70.5968395
204,2018,76553066,0,SERVICIO GASTRONÓMICO CARMEN VERÓNICA CARVAJAL JAÑA E.I.R.L.,4,0,2015-10-18,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,1.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Cordillera,Puente Alto,AVENIDA  GABRIELA ORIENTE,1752.0,,,FUTURO,SANTIAGO,r 14 A,-33.5756115,-70.5624203
205,2018,76553077,6,ANDRES ARRIARAN ROSELLO SOCIEDAD LIMITADA,4,2,2015-10-20,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,JUAN MOYA,472.0,,,,SANTIAGO,r 14 A,-33.4597962,-70.5867617
206,2018,76564492,5,MARTA Y MARIA HUERTA COMERCIO AL POR MENOR DE OTROS PROD. NUEVOS EN ALMC. ESPECI,4,0,2015-11-20,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Lo Barnechea,LO BARNECHEA,1067.0,,,Local 8,SANTIAGO,r 14 ter,-33.3588774,-70.5062143
207,2018,76567722,K,EMPORIO LA ABU LIMITADA,4,1,2016-05-20,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Florida,WALKER MARTINEZ,1786.0,,L 1-E,,SANTIAGO,r 14 A,-33.5221223,-70.57948
208,2018,76568845,0,WEEKEND CARLOS TOMAS SOTO DODMAN E.I.R.L.,4,0,2015-12-01,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,1.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,VICTOR MANUEL 2292-2294,,,,MERCADO PERSA VICTOR,SANTIAGO,r 14 ter,-33.4749778,-70.6402803
209,2018,76569776,K,PANADERIA VILMA DEL ROSARIO QUINTEROS VERGARA E.I.R.L.,4,0,2015-12-03,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Maipú,LA GALAXIA,1261.0,,,,SANTIAGO,r 14 ter,-33.530488,-70.795338
210,2018,76570881,8,EMPRESAS MEDIEZ CHILE SPA,4,1,2016-03-20,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Quinta Normal,MARTINEZ DE ROZAS,4010.0,,,,SANTIAGO,r 14 ter,-33.4352283,-70.6899954
211,2018,76576266,9,COMERCIAL TU EMPORIO LIMITADA,4,1,2016-01-12,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,4.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Cordillera,San José de Maipo,CAMINO AL VOLCAN,16278.0,,,,SANTIAGO,r 14 A,-33.5996574,-70.3609401
212,2018,76580069,2,PASTELERIA HATEM GABALLA SALLAM ABDELLATIF  EMPRESA INDIVIDUAL DE RESPONSABILIDA,4,1,2016-03-01,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,2.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Peñalolén,QUEBRADA CAMARONES,775.0,,,,SANTIAGO,r 14 A,-33.4671823,-70.53416709999999
213,2018,76583847,9,CAUL Y COMPAÑÍA LIMITADA,4,1,2016-02-10,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,PRESIDENTE JOSE BATLLE OR,3796.0,,,,SANTIAGO,r 14 A,-33.4493031,-70.5894038
214,2018,76584721,4,CAFETERÍA DIEGO TOBALINA KNUST E.I.R.L.,4,0,2016-01-28,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,1.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Huechuraba,AV SANTA CLARA,491.0,,,,SANTIAGO,r 14 ter,-33.3806102,-70.6340147
215,2018,76591001,3,SANA DELICIA SPA,4,2,2016-08-02,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,7.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,SAN EUGENIO,1537.0,,6,,SANTIAGO,r 14 B,-33.4661012,-70.6238233
216,2018,76616171,5,ACUÑA SPA,4,4,2016-05-10,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,6.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,PORTUGAL,916.0,,1,,SANTIAGO,r 14 A,-33.4541241,-70.6336726
217,2018,76618044,2,PANADERIA ABDU ANAS ALZIBAK MARTINEZ E.I.R.L.,4,0,2016-05-10,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Maipo,San Bernardo,GUAFO,2285.0,,,NUEVO SIGLO,SANTIAGO,r 14 ter,-33.6140317,-70.71056879999999
218,2018,76623556,5,"AMASANDERIA, PASTELERIA SABORES DE HOGAR LIMITADA",4,1,2016-05-24,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,San Miguel,BARROS LUCO,4490.0,,,,SANTIAGO,r 14 A,-33.4928967,-70.6600435
219,2018,76628323,3,AL-ADEL DOS LIMITADA,4,1,2016-06-12,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,6.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Maipú,MANUEL RODRIGUEZ,2151.0,,,,SANTIAGO,r 14 A,-33.5070427,-70.75999329999999
220,2018,76631489,9,PASTELERIA Y PANADERIA JAVIERA ALEJANDRA VALDERRAMA SEPULVEDA E.I.R.L.,4,1,2016-06-29,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,6.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,COQUIMBO,1168.0,,,,SANTIAGO,r 14 A,-33.4571832,-70.65058499999999
